State,County,Date,Raw Description,Information type,Mitigation type,Note,UserID,Source
Alaska,,3/31/2020,"Local Fairbanks distiller Toivo Luick, co-owner of Hoarfrost Distilling, has set aside his vodka production in favor of another kind of alcohol — hand sanitizer. They are producing medical grade hand sanitizing solution to help provide community members and local oraganizations with hand cleaner while store supplies run low.",other,,private distillery manufacturing hand sanitizers,dm33,http://www.newsminer.com/alerts/alaska-community-steps-up-to-help-state-fight-covid-19/article_b2042b30-7320-11ea-b475-f7a2adcd8761.html
Alaska,,4/1/2020,Gov. Mike Dunleavy’s administration has ordered dine-in service at restaurants and bars statewide to remain shut down until further notice,other,non-essential closing,extended until further notice,KS59,https://www.livescience.com/coronavirus-alaska.html
Alaska,,4/2/2020,"Closure extension on State Libraries, Archives, Museums and Residential Schools",government,non-essential closing,,dm33,https://www.nga.org/coronavirus/
Alaska,,4/3/2020,Alaska Department of Health recommended that Alaskans make their own cloth face coverings and wear them in public settings,other,wear masks,,KS59,https://www.livescience.com/coronavirus-alaska.html
Alaska,,4/7/2020,Health Mandate 005 on Elective Medical Procedures to preserve staff personal protective equipment (PPE) and patient care supplies.,government,non-essential closing,suspension of non essential medical procedures,dm33,https://www.nga.org/coronavirus/
Alaska,,4/7/2020,Bartlett Regional Hospital is requiring all visitors to wear a face covering now and wear it all times.,other,wear masks,,KS59,https://www.ktoo.org/coronavirus/
Alaska,,4/8/2020,Bartlett Regional Hospital is instituting a no visitor policy,other,other,hospital no visitor policy,KS59,https://www.ktoo.org/coronavirus/
Alaska,,4/9/2020,Gov. Mike Dunleavy and Department of Health and Social Services Commissioner Adam Crum have extended the K-12 school closure through the end of the school year.,other,school closing,extended to the end of the school year,KS59,https://www.ktoo.org/coronavirus/
Arizona,,1/27/2020,Arizona state activated the Health Emergency Operations Center,Government,other,track suspected and confirmed cases,KN18,https://www.wmicentral.com/covid-19/gov-ducey-announces-latest-covid--actions/article_a7b09aad-5c37-595b-bfad-89c032c8cdd3.html
Arizona,Maricopa,2/26/2020,Arizona State University cancels its study abroad programs in South Korea after the U.S. Centers for Disease Control and Prevention elevated the country’s coronavirus warning.,other,other,study abroad canceled,ME29,https://ktar.com/story/3012494/here-is-a-timeline-of-how-coronavirus-has-affected-arizona/
Arizona,,3/2/2020,Certified to test for COVID-19,Government,other,,KN18,https://www.wmicentral.com/covid-19/gov-ducey-announces-latest-covid--actions/article_a7b09aad-5c37-595b-bfad-89c032c8cdd3.html
Arizona,,3/4/2020,"The U.S. Department of Health and Human Services announces an initial pledge of $500,000 to Arizona to fight the coronavirus outbreak. The health department says the funds will be used for monitoring travelers, data management, lab equipment and other response tactics.",Government,other,funding,MM09,https://ktar.com/story/3012494/here-is-a-timeline-of-how-coronavirus-has-affected-arizona/
Arizona,,3/10/2020,The Democratic National Convention announces that Sunday’s debate at the Arizona Federal Theatre will not feature a live audience amid growing coronavirus fears.,other,,event impacted,ME29,https://ktar.com/story/3012494/here-is-a-timeline-of-how-coronavirus-has-affected-arizona/
Arizona,Maricopa,3/11/2020,Arizona State University is transitioning to online classes starting Monday because of coronavirus concerns.,Other,school closing,,MM09,https://ktar.com/story/3012494/here-is-a-timeline-of-how-coronavirus-has-affected-arizona/
Arizona,,3/11/2020,Ducey issues a declaration of public health emergency for Arizona due to continuing coronavirus concerns. The declaration will provide hospitals and health care facilities the flexibility to enhance their safety protocols and will provide health officials with additional medical supplies. Ducey also announced an executive order aimed at protecting at-risk populations.,Government,state of emergency,,MM09,https://ktar.com/story/3012494/here-is-a-timeline-of-how-coronavirus-has-affected-arizona/
Arizona,,3/12/2020,"Arizona to Receive More than $12 Million in Federal Funding to Support COVID-19 Response The Funding will be Distributed Throughout the State to Help Slow the Spread of the Virus. Key funding priorities will include surveillance and investigation activities, laboratory testing, infection control supply procurement and distribution, and risk communication.",Government,other,funding,MM09,https://www.azdhs.gov/director/public-information-office/index.php#news-release-031220
Arizona,,3/15/2020,"Governor Doug Ducey and Superintendent Kathy Hoffman today announced a statewide closure of Arizona schools from Monday, March 16, 2020 through Friday, March 27, 2020",Government,school closing,,MM09,https://azgovernor.gov/news-releases
Arizona,Coconino,3/16/2020,"All restaurants, food courts, cafes, coffeehouses, retail food facilities, and other similar businesses and establishments are prohibited from serving food and beverages for consumption on premises. Members of the public are prohibited from entering and remaining to dine or consume beverages. Businesses that typically offer food and beverages for on-premises consumption are instead encouraged to offer food and beverage using delivery, window, drive-through or drive-up service. If a business chooses to offer this type of “to-go” service, members of the public may remain on its premises for the purpose of picking up their food or beverage orders.",Government,non-essential closing,,MM09,https://www.flagstaff.az.gov/4304/Closures-Proclamations-and-Executive-Ord
Arizona,Coconino,3/16/2020,"For the duration of these restrictions, the City of Flagstaff downtown paid parking program (Park Flag) will be suspended.",Government,public service reduction,,MM09,https://www.flagstaff.az.gov/4304/Closures-Proclamations-and-Executive-Ord
Arizona,Coconino,3/16/2020,Coconino County established a drive-up COVID-19 specimen collection facility at Fort Tuthill. The County has established a COVID-19 Information Line from 8 a.m. – 9 p.m. daily for people who have questions.,Government,other,testing,MM09,https://www.coconino.az.gov/DocumentCenter/View/33034/CCHHS---COVID-19-Drive-up-testing
Arizona,Maricopa,3/16/2020,"Based on federal guidance for mass gatherings, Maricopa County Department of Public Health is recommending the cancellation of non-essential large gatherings of more than 10 people for the next 8 weeks.",Government,other,no mass gatherings,MM09,https://www.maricopa.gov/DocumentCenter/View/58761/Statement_mass_gatherings?bidId=
Arizona,Pima,3/17/2020,Pima County closes all libraries because of COVID-19 concerns,Government,public service reduction,close libraries,KN18,https://www.kgun9.com/news/local-news/pima-county-closes-all-libraries-because-of-covid-19-concerns
Arizona,Pima,3/17/2020,"Tucson mayor Regina Romero declared a local emergency on March 17,[18] ordering many businesses to close, limiting restaurants to drive-thru and takeout.",government,state of emergency,local,ME29,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona
Arizona,Coconino,3/18/2020,"The Coconino County Board of Supervisors declared a State of Emergency due to the outbreak of COVID-19. The declaration was approved at special session on Wednesday, March 18. With the declaration, Coconino County will be able to make appropriate orders, provide emergency resources, request additional resources and receive mutual aid from the state and federal governments.",Government,state of emergency,,MM09,https://www.coconino.az.gov/DocumentCenter/View/33083/COVID-19-Press-Release-2020-0318---BOS---COVID-19-Emergency-Declaration
Arizona,Maricopa,3/18/2020,The Maricopa County Board of Supervisors Chairman Clint Hickman signed a Proclamation of a Local Emergency in Maricopa County. This action will provide additional resources to assist the county with coordinating response measures during the Coronavirus (COVID-19) outbreak.,Government,state of emergency,,MM09,https://www.maricopa.gov/CivicAlerts.aspx?AID=1050
Arizona,Pima,3/18/2020,"In response, the University of Arizona Health Sciences’ internationally renowned Arizona Telemedicine Program is training health-care providers, administrators and educators to establish telemedicine services that allow medical experts to quickly evaluate and diagnose patients who may be separated geographically from those providers. This technology allows patients to avoid travel, but still receive first-rate medical care.",Other,new public services,,MM09,https://uahs.arizona.edu/news/arizona-telemedicine-program-rapidly-responds-coronavirus-pandemic
Arizona,Yavapai,3/19/2020,Declared a countywide emergency,Government,state of emergency,No cases yet,KN18,https://www.fox10phoenix.com/news/arizona-cities-declare-state-of-emergencies-for-covid-19-order-closures-of-bars-restaurants-gyms-and-more
Arizona,,3/19/2020,"Arizona mayor allows hair salons, golf courses to remain open",Government,non-essential closing,allow personal hygiene services like salons and barber shops,KN18,https://www.nbcnews.com/news/us-news/arizona-mayors-slam-covid-19-stay-home-order-allows-hair-n1174186
Arizona,,3/19/2020,Proactive Measures To Protect Against COVID-19,Government,other,insurance regulation,MM09,https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-home
Arizona,,3/19/2020,Limiting In-Person Motor Vehicle Division Visits For Driver License Renewals,Government,movement restriction,,MM09,https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-home
Arizona,,3/19/2020,Delaying Elective Surgeries to Conserve Personal Protective Equipment Necessary to Test and Treat Patients with COVID-19,Government,non-essential closing,,MM09,https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-home
Arizona,,3/19/2020,"Governor Ducey announced March 19 that he would limit restaurant service and close bars, theaters and gyms in counties with confirmed cases of COVID-19. This directive, to take effect upon close of business March 20, would apply to six counties: Maricopa, which had 22 cases as of March 19; Pinal, which had 10; Pima, which had seven; Navajo, which had three; Coconino, which had one; and Graham, which had one",government,non-essential closing,certain counties,ME29,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona
